Year,Name,Location,Dates,Draw- singles,Draw- doubles,Surface,Prize money,Winner- singles,Winner- doubles,Winner- team,URL_Tournament
1988,Milan,Milan,1988.02.15,32,16,Indoor Carpet,"$490,000",Yannick Noah,Boris Becker Eric Jelen,,https://www.atptour.com/en/scores/archive/milan/408/1988/results
1988,Memphis,Memphis,1988.02.15,48,24,Indoor Hard,"$415,000",Andre Agassi,Kevin Curren David Pate,,https://www.atptour.com/en/scores/archive/memphis/402/1988/results
1988,Philadelphia,Philadelphia,1988.02.22,48,24,Indoor Carpet,"$602,500",Tim Mayotte,Kelly Evernden Johan Kriek,,https://www.atptour.com/en/scores/archive/philadelphia/401/1988/results
1988,Metz,Metz,1988.02.22,32,16,Indoor Carpet,"$123,400",Jonas Svensson,Jaroslav Navratil Tom Nijssen,,https://www.atptour.com/en/scores/archive/metz/7305/1988/results
1988,Indian Wells,Indian Wells,1988.02.29,56,28,Outdoor Hard,"$702,500",Boris Becker,Boris Becker Guy Forget,,https://www.atptour.com/en/scores/archive/indian-wells/404/1988/results
1988,Orlando,Orlando,1988.03.07,32,16,Outdoor Hard,"$415,000",Andrei Chesnokov,Guy Forget Yannick Noah,,https://www.atptour.com/en/scores/archive/orlando/409/1988/results
1988,Key Biscayne,Key Biscayne,1988.03.14,128,64,Outdoor Hard,"$1,017,500",Mats Wilander,John Fitzgerald Anders Jarryd,,https://www.atptour.com/en/scores/archive/key-biscayne/403/1988/results
1988,WCT Finals,Dallas,1988.03.28,9,0,Indoor Carpet,"$675,000",Boris Becker,,,https://www.atptour.com/en/scores/archive/dallas/610/1988/results
1988,Tokyo-1,Tokyo,1988.04.11,56,28,Outdoor Hard,"$627,500",John McEnroe,John Fitzgerald Johan Kriek,,https://www.atptour.com/en/scores/archive/tokyo/329/1988/results
1988,Nice,Nice,1988.04.11,32,16,Outdoor Clay,"$145,000",Henri Leconte,Guy Forget Henri Leconte,,https://www.atptour.com/en/scores/archive/nice/6120/1988/results
1988,Madrid,Madrid,1988.04.11,32,16,Outdoor Clay,"$123,400",Kent Carlsson,Sergio Casal Emilio Sanchez,,https://www.atptour.com/en/scores/archive/madrid/309/1988/results
1988,Monte Carlo,Monte Carlo,1988.04.18,48,24,Outdoor Clay,"$492,500",Ivan Lendl,Sergio Casal Emilio Sanchez,,https://www.atptour.com/en/scores/archive/monte-carlo/410/1988/results
1988,Seoul,Seoul,1988.04.18,32,16,Outdoor Hard,"$123,400",Dan Goldie,Andrew Castle Roberto Saad,,https://www.atptour.com/en/scores/archive/seoul/434/1988/results
1988,Hamburg,Hamburg,1988.04.25,56,28,Outdoor Clay,"$602,500",Kent Carlsson,Darren Cahill Laurie Warder,,https://www.atptour.com/en/scores/archive/hamburg/414/1988/results
1988,Charleston,Charleston,1988.04.25,32,16,Outdoor Clay,"$220,000",Andre Agassi,Pieter Aldrich Danie Visser,,https://www.atptour.com/en/scores/archive/charleston/717/1988/results
1988,Forest Hills,Forest Hills,1988.05.02,64,32,Outdoor Clay,"$677,500",Andre Agassi,Jorge Lozano Todd Witsken,,https://www.atptour.com/en/scores/archive/forest-hills/415/1988/results
1988,Munich,Munich,1988.05.02,48,24,Outdoor Clay,"$195,000",Guillermo Perez-Roldan,Rick Leach Jim Pugh,,https://www.atptour.com/en/scores/archive/munich/308/1988/results
1988,Rome,Rome,1988.05.09,64,32,Outdoor Clay,"$825,000",Ivan Lendl,Jorge Lozano Todd Witsken,,https://www.atptour.com/en/scores/archive/rome/416/1988/results
1988,World Team Cup,Dusseldorf,1988.05.16,32,8,Outdoor Clay,"$750,000",Kent Carlsson,Ken Flach Robert Seguso,,https://www.atptour.com/en/scores/archive/dusseldorf/615/1988/results
1988,Florence,Florence,1988.05.16,32,16,Outdoor Clay,"$123,400",Massimiliano Narducci,Javier Frana Christian Miniussi,,https://www.atptour.com/en/scores/archive/florence/310/1988/results
1988,Roland Garros,Paris,1988.05.23,128,64,Outdoor Clay,"$1,950,000",Mats Wilander,Andres Gomez Emilio Sanchez,,https://www.atptour.com/en/scores/archive/roland-garros/520/1988/results
1988,London / Queen's Club,London,1988.06.06,64,32,Outdoor Grass,"$385,000",Boris Becker,Ken Flach Robert Seguso,,https://www.atptour.com/en/scores/archive/london/311/1988/results
1988,Bologna,Bologna,1988.06.06,32,16,Outdoor Clay,"$123,400",Alberto Mancini,Emilio Sanchez Javier Sanchez,,https://www.atptour.com/en/scores/archive/bologna/312/1988/results
1988,Athens,Athens,1988.06.13,32,16,Outdoor Clay,"$123,400",Horst Skoff,Rikard Bergh Per Henricsson,,https://www.atptour.com/en/scores/archive/athens/367/1988/results
1988,Bristol,Bristol,1988.06.13,48,16,Outdoor Grass,"$123,400",Christian Saceanu,Peter Doohan Laurie Warder,,https://www.atptour.com/en/scores/archive/bristol/313/1988/results
1988,Wimbledon,London,1988.06.20,128,64,Outdoor Grass,"$1,995,396",Stefan Edberg,Ken Flach Robert Seguso,,https://www.atptour.com/en/scores/archive/wimbledon/540/1988/results
1988,Boston,Boston,1988.07.04,56,28,Outdoor Clay,"$415,000",Thomas Muster,Jorge Lozano Todd Witsken,,https://www.atptour.com/en/scores/archive/boston/417/1988/results
1988,Gstaad,Gstaad,1988.07.04,32,16,Outdoor Clay,"$270,000",Darren Cahill,Petr Korda Milan Srejber,,https://www.atptour.com/en/scores/archive/gstaad/314/1988/results
1988,Newport,Newport,1988.07.04,32,16,Outdoor Grass,"$145,000",Wally Masur,Kelly Jones Peter Lundgren,,https://www.atptour.com/en/scores/archive/newport/315/1988/results
1988,Stuttgart,Stuttgart,1988.07.11,48,24,Outdoor Clay,"$350,000",Andre Agassi,Sergio Casal Emilio Sanchez,,https://www.atptour.com/en/scores/archive/stuttgart/321/1988/results
1988,Bastad,Bastad,1988.07.11,48,24,Outdoor Clay,"$245,000",Marcelo Filippini,Patrick Baur Udo Riglewski,,https://www.atptour.com/en/scores/archive/bastad/316/1988/results
1988,Washington,Washington,1988.07.18,56,28,Outdoor Hard,"$415,000",Jimmy Connors,Rick Leach Jim Pugh,,https://www.atptour.com/en/scores/archive/washington/418/1988/results
1988,Schenectady,Schenectady,1988.07.18,32,16,Outdoor Hard,"$123,400",Tim Mayotte,Alexander Mronz Greg Van Emburgh,,https://www.atptour.com/en/scores/archive/schenectady/224/1988/results
1988,Stratton Mountain,Stratton Mountain,1988.07.25,64,32,Outdoor Hard,"$602,500",Andre Agassi,Jorge Lozano Todd Witsken,,https://www.atptour.com/en/scores/archive/stratton-mountain/420/1988/results
1988,Bordeaux,Bordeaux,1988.07.25,32,16,Outdoor Clay,"$245,000",Thomas Muster,Joakim Nystrom Claudio Panatta,,https://www.atptour.com/en/scores/archive/bordeaux/323/1988/results
1988,Hilversum,Hilversum,1988.07.25,32,16,Outdoor Clay,"$180,000",Emilio Sanchez,Sergio Casal Emilio Sanchez,,https://www.atptour.com/en/scores/archive/hilversum/317/1988/results
1988,Indianapolis,Indianapolis,1988.08.01,56,28,Outdoor Hard,"$415,000",Boris Becker,Rick Leach Jim Pugh,,https://www.atptour.com/en/scores/archive/indianapolis/419/1988/results
1988,Kitzbuhel,Kitzbuhel,1988.08.01,64,32,Outdoor Clay,"$290,000",Kent Carlsson,Sergio Casal Emilio Sanchez,,https://www.atptour.com/en/scores/archive/kitzbuhel/319/1988/results
1988,Toronto,Toronto,1988.08.08,56,28,Outdoor Hard,"$602,500",Ivan Lendl,Ken Flach Robert Seguso,,https://www.atptour.com/en/scores/archive/toronto/421/1988/results
1988,Prague,Prague,1988.08.08,32,16,Outdoor Clay,"$170,000",Thomas Muster,Petr Korda Jaroslav Navratil,,https://www.atptour.com/en/scores/archive/prague/379/1988/results
1988,St. Vincent,St. Vincent,1988.08.08,32,16,Outdoor Clay,"$155,000",Kent Carlsson,Christian Miniussi Alberto Mancini,,https://www.atptour.com/en/scores/archive/st-vincent/366/1988/results
1988,Cincinnati,Cincinnati,1988.08.15,64,32,Outdoor Hard,"$602,500",Mats Wilander,Rick Leach Jim Pugh,,https://www.atptour.com/en/scores/archive/cincinnati/422/1988/results
1988,Livingston,Livingston,1988.08.15,32,16,Outdoor Hard,"$123,400",Andre Agassi,Grant Connell Glenn Michibata,,https://www.atptour.com/en/scores/archive/livingston/318/1988/results
1988,Rye Brook,Rye Brook,1988.08.22,32,16,Outdoor Hard,"$123,400",Milan Srejber,Andrew Castle Tim Wilkison,,https://www.atptour.com/en/scores/archive/rye-brook/435/1988/results
1988,US Open,New York,1988.08.29,128,64,Outdoor Hard,"$2,200,000",Mats Wilander,Sergio Casal Emilio Sanchez,,https://www.atptour.com/en/scores/archive/us-open/560/1988/results
1988,Barcelona,Barcelona,1988.09.12,56,28,Outdoor Clay,"$490,000",Kent Carlsson,Sergio Casal Emilio Sanchez,,https://www.atptour.com/en/scores/archive/barcelona/425/1988/results
1988,Los Angeles,Los Angeles,1988.09.19,32,16,Outdoor Hard,"$415,000",Mikael Pernfors,John McEnroe Mark Woodforde,,https://www.atptour.com/en/scores/archive/los-angeles/423/1988/results
1988,Geneva,Geneva,1988.09.19,32,16,Outdoor Clay,"$220,000",Marian Vajda,Mansour Bahrami Tomas Smid,,https://www.atptour.com/en/scores/archive/geneva/322/1988/results
1988,Bari,Bari,1988.09.19,32,16,Outdoor Clay,"$123,400",Thomas Muster,Thomas Muster Claudio Panatta,,https://www.atptour.com/en/scores/archive/bari/306/1988/results
1988,Seoul Olympics,Seoul,1988.09.19,64,32,Outdoor Hard,,Miloslav Mecir Sr.,Ken Flach Robert Seguso,,https://www.atptour.com/en/scores/archive/seoul/88/1988/results
1988,San Francisco,San Francisco,1988.09.26,32,16,Indoor Carpet,"$415,000",Michael Chang,John McEnroe Mark Woodforde,,https://www.atptour.com/en/scores/archive/san-francisco/424/1988/results
1988,Palermo,Palermo,1988.09.26,48,24,Outdoor Clay,"$123,400",Mats Wilander,Carlos Di Laura Marcelo Filippini,,https://www.atptour.com/en/scores/archive/palermo/325/1988/results
1988,Scottsdale,Scottsdale,1988.10.03,32,16,Outdoor Hard,"$415,000",Mikael Pernfors,Scott Davis Tim Wilkison,,https://www.atptour.com/en/scores/archive/scottsdale/433/1988/results
1988,Basel,Basel,1988.10.04,32,16,Indoor Hard,"$270,000",Stefan Edberg,Jakob Hlasek Tomas Smid,,https://www.atptour.com/en/scores/archive/basel/328/1988/results
1988,Brisbane,Brisbane,1988.10.04,32,16,Indoor Hard,"$195,000",Tim Mayotte,Eric Jelen Carl-Uwe Steeb,,https://www.atptour.com/en/scores/archive/brisbane/326/1988/results
1988,Sydney-2,Sydney,1988.10.10,32,16,Indoor Hard,"$510,000",Slobodan Zivojinovic,Darren Cahill John Fitzgerald,,https://www.atptour.com/en/scores/archive/sydney/427/1988/results
1988,Toulouse,Toulouse,1988.10.10,32,16,Indoor Hard,"$290,000",Jimmy Connors,Tom Nijssen Ricki Osterthun,,https://www.atptour.com/en/scores/archive/toulouse/327/1988/results
1988,Tel Aviv,Tel Aviv,1988.10.10,32,16,Outdoor Hard,"$125,000",Brad Gilbert,Roger Smith Paul Wekesa,,https://www.atptour.com/en/scores/archive/tel-aviv/330/1988/results
