,year,name,identifier ,url
101199,1991,Stuttgart-1,1991-Stuttgart-1,https://www.atptour.com/en/scores/archive/stuttgart/357/1991/results
101230,1991,Memphis,1991-Memphis,https://www.atptour.com/en/scores/archive/memphis/402/1991/results
101277,1991,Rotterdam,1991-Rotterdam,https://www.atptour.com/en/scores/archive/rotterdam/407/1991/results
101308,1991,Chicago,1991-Chicago,https://www.atptour.com/en/scores/archive/chicago/411/1991/results
101339,1991,ATP Masters 1000 Indian Wells,1991-ATP Masters 1000 Indian Wells,https://www.atptour.com/en/scores/archive/indian-wells/404/1991/results
101394,1991,Copenhagen,1991-Copenhagen,https://www.atptour.com/en/scores/archive/copenhagen/481/1991/results
101425,1991,ATP Masters 1000 Miami,1991-ATP Masters 1000 Miami,https://www.atptour.com/en/scores/archive/miami/403/1991/results
101520,1991,Estoril,1991-Estoril,https://www.atptour.com/en/scores/archive/estoril/468/1991/results
101551,1991,Hong Kong,1991-Hong Kong,https://www.atptour.com/en/scores/archive/hong-kong/336/1991/results
101582,1991,Orlando,1991-Orlando,https://www.atptour.com/en/scores/archive/orlando/409/1991/results
101613,1991,Tokyo-1,1991-Tokyo-1,https://www.atptour.com/en/scores/archive/tokyo/329/1991/results
101668,1991,Barcelona,1991-Barcelona,https://www.atptour.com/en/scores/archive/barcelona/425/1991/results
101723,1991,Nice,1991-Nice,https://www.atptour.com/en/scores/archive/nice/6120/1991/results
101754,1991,Seoul,1991-Seoul,https://www.atptour.com/en/scores/archive/seoul/434/1991/results
101785,1991,ATP Masters 1000 Monte Carlo,1991-ATP Masters 1000 Monte Carlo,https://www.atptour.com/en/scores/archive/monte-carlo/410/1991/results
101840,1991,Singapore,1991-Singapore,https://www.atptour.com/en/scores/archive/singapore/456/1991/results
101871,1991,Madrid,1991-Madrid,https://www.atptour.com/en/scores/archive/madrid/309/1991/results
101902,1991,Munich,1991-Munich,https://www.atptour.com/en/scores/archive/munich/308/1991/results
101933,1991,Tampa,1991-Tampa,https://www.atptour.com/en/scores/archive/tampa/346/1991/results
101964,1991,ATP Masters 1000 Hamburg,1991-ATP Masters 1000 Hamburg,https://www.atptour.com/en/scores/archive/hamburg/414/1991/results
102019,1991,Charlotte,1991-Charlotte,https://www.atptour.com/en/scores/archive/charlotte/717/1991/results
102050,1991,ATP Masters 1000 Rome,1991-ATP Masters 1000 Rome,https://www.atptour.com/en/scores/archive/rome/416/1991/results
102113,1991,Umag,1991-Umag,https://www.atptour.com/en/scores/archive/umag/439/1991/results
102144,1991,World Team Cup,1991-World Team Cup,https://www.atptour.com/en/scores/archive/dusseldorf/615/1991/results
102170,1991,Bologna,1991-Bologna,https://www.atptour.com/en/scores/archive/bologna/312/1991/results
102201,1991,Roland Garros,1991-Roland Garros,https://www.atptour.com/en/scores/archive/roland-garros/520/1991/results
102328,1991,London / Queen's Club,1991-London / Queen's Club,https://www.atptour.com/en/scores/archive/london/311/1991/results
102383,1991,Florence,1991-Florence,https://www.atptour.com/en/scores/archive/florence/310/1991/results
102414,1991,Rosmalen,1991-Rosmalen,https://www.atptour.com/en/scores/archive/rosmalen/440/1991/results
102445,1991,Genoa,1991-Genoa,https://www.atptour.com/en/scores/archive/genoa/306/1991/results
102476,1991,Manchester,1991-Manchester,https://www.atptour.com/en/scores/archive/manchester/7310/1991/results
102507,1991,Wimbledon,1991-Wimbledon,https://www.atptour.com/en/scores/archive/wimbledon/540/1991/results
102634,1991,Gstaad,1991-Gstaad,https://www.atptour.com/en/scores/archive/gstaad/314/1991/results
102665,1991,Bastad,1991-Bastad,https://www.atptour.com/en/scores/archive/bastad/316/1991/results
102696,1991,Newport,1991-Newport,https://www.atptour.com/en/scores/archive/newport/315/1991/results
102727,1991,Stuttgart-2,1991-Stuttgart-2,https://www.atptour.com/en/scores/archive/stuttgart/321/1991/results
102774,1991,Washington,1991-Washington,https://www.atptour.com/en/scores/archive/washington/418/1991/results
102829,1991,ATP Masters 1000 Canada,1991-ATP Masters 1000 Canada,https://www.atptour.com/en/scores/archive/montreal/421/1991/results
102884,1991,Hilversum,1991-Hilversum,https://www.atptour.com/en/scores/archive/hilversum/317/1991/results
102915,1991,Kitzbuhel,1991-Kitzbuhel,https://www.atptour.com/en/scores/archive/kitzbuhel/319/1991/results
102962,1991,Los Angeles,1991-Los Angeles,https://www.atptour.com/en/scores/archive/los-angeles/423/1991/results
102993,1991,San Marino,1991-San Marino,https://www.atptour.com/en/scores/archive/san-marino/475/1991/results
103024,1991,ATP Masters 1000 Cincinnati,1991-ATP Masters 1000 Cincinnati,https://www.atptour.com/en/scores/archive/cincinnati/422/1991/results
103079,1991,Prague,1991-Prague,https://www.atptour.com/en/scores/archive/prague/379/1991/results
103110,1991,Indianapolis,1991-Indianapolis,https://www.atptour.com/en/scores/archive/indianapolis/419/1991/results
103165,1991,New Haven,1991-New Haven,https://www.atptour.com/en/scores/archive/new-haven/420/1991/results
103220,1991,Long Island,1991-Long Island,https://www.atptour.com/en/scores/archive/long-island/441/1991/results
103251,1991,Schenectady,1991-Schenectady,https://www.atptour.com/en/scores/archive/schenectady/224/1991/results
103282,1991,US Open,1991-US Open,https://www.atptour.com/en/scores/archive/us-open/560/1991/results
103409,1991,Bordeaux,1991-Bordeaux,https://www.atptour.com/en/scores/archive/bordeaux/323/1991/results
103440,1991,Brasilia,1991-Brasilia,https://www.atptour.com/en/scores/archive/brasilia/463/1991/results
103487,1991,Geneva,1991-Geneva,https://www.atptour.com/en/scores/archive/geneva/322/1991/results
103518,1991,Basel,1991-Basel,https://www.atptour.com/en/scores/archive/basel/328/1991/results
103549,1991,Palermo,1991-Palermo,https://www.atptour.com/en/scores/archive/palermo/325/1991/results
103580,1991,Brisbane,1991-Brisbane,https://www.atptour.com/en/scores/archive/brisbane/326/1991/results
103611,1991,Sydney-2,1991-Sydney-2,https://www.atptour.com/en/scores/archive/sydney/427/1991/results
103658,1991,Toulouse,1991-Toulouse,https://www.atptour.com/en/scores/archive/toulouse/327/1991/results
103689,1991,Athens,1991-Athens,https://www.atptour.com/en/scores/archive/athens/367/1991/results
103720,1991,Tokyo-2,1991-Tokyo-2,https://www.atptour.com/en/scores/archive/tokyo/428/1991/results
103767,1991,Berlin,1991-Berlin,https://www.atptour.com/en/scores/archive/berlin/348/1991/results
103798,1991,Tel Aviv,1991-Tel Aviv,https://www.atptour.com/en/scores/archive/tel-aviv/330/1991/results
103829,1991,Lyon,1991-Lyon,https://www.atptour.com/en/scores/archive/lyon/7309/1991/results
103860,1991,Vienna,1991-Vienna,https://www.atptour.com/en/scores/archive/vienna/337/1991/results
103891,1991,ATP Masters 1000 Stockholm,1991-ATP Masters 1000 Stockholm,https://www.atptour.com/en/scores/archive/stockholm/429/1991/results
103938,1991,Guaruja-2,1991-Guaruja-2,https://www.atptour.com/en/scores/archive/guaruja/237/1991/results
103969,1991,ATP Masters 1000 Paris,1991-ATP Masters 1000 Paris,https://www.atptour.com/en/scores/archive/paris/352/1991/results
104016,1991,Buzios,1991-Buzios,https://www.atptour.com/en/scores/archive/buzios/215/1991/results
104047,1991,Birmingham,1991-Birmingham,https://www.atptour.com/en/scores/archive/birmingham/430/1991/results
104078,1991,Moscow,1991-Moscow,https://www.atptour.com/en/scores/archive/moscow/438/1991/results
104109,1991,Sao Paulo,1991-Sao Paulo,https://www.atptour.com/en/scores/archive/sao-paulo/240/1991/results
104140,1991,ATP Tour World Championship,1991-ATP Tour World Championship,https://www.atptour.com/en/scores/archive/atp-tour-world-championship/605/1991/results
104155,1991,ATP Tour World Doubles Championship,1991-ATP Tour World Doubles Championship,https://www.atptour.com/en/scores/archive/atp-tour-world-doubles-championship/602/1991/results
104156,1991,Grand Slam Cup,1991-Grand Slam Cup,https://www.atptour.com/en/scores/archive/munich/604/1991/results
104171,1992,Adelaide,1992-Adelaide,https://www.atptour.com/en/scores/archive/adelaide/7308/1992/results
104202,1992,Wellington,1992-Wellington,https://www.atptour.com/en/scores/archive/wellington/354/1992/results
104233,1992,Sydney-1,1992-Sydney-1,https://www.atptour.com/en/scores/archive/sydney/338/1992/results
104264,1992,Auckland,1992-Auckland,https://www.atptour.com/en/scores/archive/auckland/301/1992/results
