,year,name,identifier ,url
45486,1975,Caracas WCT,1975-Caracas WCT,https://www.atptour.com/en/scores/archive/caracas/344/1975/results
45514,1975,Memphis WCT,1975-Memphis WCT,https://www.atptour.com/en/scores/archive/memphis/7299/1975/results
45545,1975,New York,1975-New York,https://www.atptour.com/en/scores/archive/new-york/2025/1975/results
45568,1975,Monte Carlo WCT,1975-Monte Carlo WCT,https://www.atptour.com/en/scores/archive/monte-carlo/410/1975/results
45599,1975,Atlanta WCT,1975-Atlanta WCT,https://www.atptour.com/en/scores/archive/atlanta/412/1975/results
45630,1975,Orlando WCT,1975-Orlando WCT,https://www.atptour.com/en/scores/archive/orlando/409/1975/results
45661,1975,Jackson,1975-Jackson,https://www.atptour.com/en/scores/archive/jackson/656/1975/results
45676,1975,Tucson,1975-Tucson,https://www.atptour.com/en/scores/archive/tucson/729/1975/results
45739,1975,St. Louis WCT,1975-St. Louis WCT,https://www.atptour.com/en/scores/archive/st-louis/652/1975/results
45770,1975,Barcelona-2,1975-Barcelona-2,https://www.atptour.com/en/scores/archive/barcelona/278/1975/results
45817,1975,Johannesburg WCT,1975-Johannesburg WCT,https://www.atptour.com/en/scores/archive/johannesburg/9239/1975/results
45848,1975,Denver WCT,1975-Denver WCT,https://www.atptour.com/en/scores/archive/denver/389/1975/results
45879,1975,Tokyo WCT,1975-Tokyo WCT,https://www.atptour.com/en/scores/archive/tokyo/9037/1975/results
45910,1975,Valencia,1975-Valencia,https://www.atptour.com/en/scores/archive/valencia/659/1975/results
45957,1975,Charlotte WCT,1975-Charlotte WCT,https://www.atptour.com/en/scores/archive/charlotte/436/1975/results
45988,1975,Houston WCT,1975-Houston WCT,https://www.atptour.com/en/scores/archive/houston/405/1975/results
46019,1975,Stockholm WCT,1975-Stockholm WCT,https://www.atptour.com/en/scores/archive/stockholm/666/1975/results
46050,1975,Madrid-1,1975-Madrid-1,https://www.atptour.com/en/scores/archive/madrid/2026/1975/results
46097,1975,Nice,1975-Nice,https://www.atptour.com/en/scores/archive/nice/6120/1975/results
46144,1975,WCT Doubles Finals,1975-WCT Doubles Finals,https://www.atptour.com/en/scores/archive/mexico-city/601/1975/results
46145,1975,Munich-2,1975-Munich-2,https://www.atptour.com/en/scores/archive/munich/308/1975/results
46176,1975,Florence,1975-Florence,https://www.atptour.com/en/scores/archive/florence/310/1975/results
46207,1975,WCT Finals,1975-WCT Finals,https://www.atptour.com/en/scores/archive/dallas/610/1975/results
46215,1975,Las Vegas,1975-Las Vegas,https://www.atptour.com/en/scores/archive/las-vegas/413/1975/results
46246,1975,Bournemouth,1975-Bournemouth,https://www.atptour.com/en/scores/archive/bournemouth/347/1975/results
46293,1975,Hamburg,1975-Hamburg,https://www.atptour.com/en/scores/archive/hamburg/414/1975/results
46356,1975,Rome,1975-Rome,https://www.atptour.com/en/scores/archive/rome/416/1975/results
46419,1975,Dusseldorf-2,1975-Dusseldorf-2,https://www.atptour.com/en/scores/archive/dusseldorf/661/1975/results
46450,1975,Roland Garros,1975-Roland Garros,https://www.atptour.com/en/scores/archive/roland-garros/520/1975/results
46577,1975,Nottingham,1975-Nottingham,https://www.atptour.com/en/scores/archive/nottingham/350/1975/results
46640,1975,Wimbledon,1975-Wimbledon,https://www.atptour.com/en/scores/archive/wimbledon/540/1975/results
46767,1975,Bastad,1975-Bastad,https://www.atptour.com/en/scores/archive/bastad/316/1975/results
46798,1975,Gstaad,1975-Gstaad,https://www.atptour.com/en/scores/archive/gstaad/314/1975/results
46829,1975,Kitzbuhel,1975-Kitzbuhel,https://www.atptour.com/en/scores/archive/kitzbuhel/319/1975/results
46860,1975,Chicago,1975-Chicago,https://www.atptour.com/en/scores/archive/chicago/411/1975/results
46891,1975,Hilversum,1975-Hilversum,https://www.atptour.com/en/scores/archive/hilversum/317/1975/results
46922,1975,Istanbul,1975-Istanbul,https://www.atptour.com/en/scores/archive/istanbul/2027/1975/results
46953,1975,Washington-2,1975-Washington-2,https://www.atptour.com/en/scores/archive/washington/418/1975/results
47016,1975,Louisville,1975-Louisville,https://www.atptour.com/en/scores/archive/louisville/663/1975/results
47079,1975,Cincinnati,1975-Cincinnati,https://www.atptour.com/en/scores/archive/cincinnati/422/1975/results
47110,1975,Indianapolis,1975-Indianapolis,https://www.atptour.com/en/scores/archive/indianapolis/717/1975/results
47173,1975,North Conway,1975-North Conway,https://www.atptour.com/en/scores/archive/north-conway/705/1975/results
47220,1975,Toronto-2,1975-Toronto-2,https://www.atptour.com/en/scores/archive/toronto/421/1975/results
47283,1975,Columbus,1975-Columbus,https://www.atptour.com/en/scores/archive/columbus/343/1975/results
47314,1975,Boston,1975-Boston,https://www.atptour.com/en/scores/archive/boston/417/1975/results
47377,1975,South Orange,1975-South Orange,https://www.atptour.com/en/scores/archive/south-orange/707/1975/results
47408,1975,US Open,1975-US Open,https://www.atptour.com/en/scores/archive/us-open/560/1975/results
47535,1975,Los Angeles,1975-Los Angeles,https://www.atptour.com/en/scores/archive/los-angeles/423/1975/results
47598,1975,Bermuda,1975-Bermuda,https://www.atptour.com/en/scores/archive/hamilton/2014/1975/results
47614,1975,San Francisco,1975-San Francisco,https://www.atptour.com/en/scores/archive/san-francisco/424/1975/results
47677,1975,Nations Cup,1975-Nations Cup,https://www.atptour.com/en/scores/archive/kingston/615/1975/results
47691,1975,Maui,1975-Maui,https://www.atptour.com/en/scores/archive/maui/324/1975/results
47722,1975,Aviles,1975-Aviles,https://www.atptour.com/en/scores/archive/aviles/2028/1975/results
47753,1975,Madrid-2,1975-Madrid-2,https://www.atptour.com/en/scores/archive/madrid/309/1975/results
47816,1975,Melbourne,1975-Melbourne,https://www.atptour.com/en/scores/archive/melbourne/9342/1975/results
47847,1975,Sydney-1,1975-Sydney-1,https://www.atptour.com/en/scores/archive/sydney/427/1975/results
47894,1975,Barcelona-3,1975-Barcelona-3,https://www.atptour.com/en/scores/archive/barcelona/425/1975/results
47957,1975,Tehran,1975-Tehran,https://www.atptour.com/en/scores/archive/tehran/2011/1975/results
48004,1975,World Invitational Tennis Classic,1975-World Invitational Tennis Classic,https://www.atptour.com/en/scores/archive/hilton-head/9340/1975/results
48007,1975,Perth,1975-Perth,https://www.atptour.com/en/scores/archive/perth/243/1975/results
48038,1975,Manila,1975-Manila,https://www.atptour.com/en/scores/archive/manila/362/1975/results
48069,1975,Paris,1975-Paris,https://www.atptour.com/en/scores/archive/paris/7302/1975/results
48100,1975,Stockholm-2,1975-Stockholm-2,https://www.atptour.com/en/scores/archive/stockholm/429/1975/results
48163,1975,Tokyo-2,1975-Tokyo-2,https://www.atptour.com/en/scores/archive/tokyo/329/1975/results
48210,1975,Buenos Aires,1975-Buenos Aires,https://www.atptour.com/en/scores/archive/buenos-aires/303/1975/results
48241,1975,Hong Kong,1975-Hong Kong,https://www.atptour.com/en/scores/archive/hong-kong/336/1975/results
48272,1975,London-2,1975-London-2,https://www.atptour.com/en/scores/archive/london/2016/1975/results
48319,1975,Johannesburg-2,1975-Johannesburg-2,https://www.atptour.com/en/scores/archive/johannesburg/426/1975/results
48361,1975,Calcutta,1975-Calcutta,https://www.atptour.com/en/scores/archive/calcutta/680/1975/results
48392,1975,Masters,1975-Masters,https://www.atptour.com/en/scores/archive/masters/605/1975/results
48407,1975,Masters Doubles,1975-Masters Doubles,https://www.atptour.com/en/scores/archive/masters-doubles/602/1975/results
48408,1975,Sydney-2,1975-Sydney-2,https://www.atptour.com/en/scores/archive/sydney/338/1975/results
48455,1976,Australian Open,1976-Australian Open,https://www.atptour.com/en/scores/archive/australian-open/580/1976/results
48518,1976,Monterrey WCT,1976-Monterrey WCT,https://www.atptour.com/en/scores/archive/monterrey/345/1976/results
48533,1976,Auckland,1976-Auckland,https://www.atptour.com/en/scores/archive/auckland/301/1976/results
48564,1976,Columbus WCT,1976-Columbus WCT,https://www.atptour.com/en/scores/archive/columbus/662/1976/results
48579,1976,Indianapolis WCT,1976-Indianapolis WCT,https://www.atptour.com/en/scores/archive/indianapolis/664/1976/results
48594,1976,Atlanta WCT,1976-Atlanta WCT,https://www.atptour.com/en/scores/archive/atlanta/412/1976/results
48609,1976,Baltimore,1976-Baltimore,https://www.atptour.com/en/scores/archive/baltimore/816/1976/results
48624,1976,Birmingham,1976-Birmingham,https://www.atptour.com/en/scores/archive/birmingham/650/1976/results
48647,1976,Philadelphia WCT,1976-Philadelphia WCT,https://www.atptour.com/en/scores/archive/philadelphia/401/1976/results
48700,1976,Barcelona WCT,1976-Barcelona WCT,https://www.atptour.com/en/scores/archive/barcelona/267/1976/results
48715,1976,Boca Raton,1976-Boca Raton,https://www.atptour.com/en/scores/archive/boca-raton/718/1976/results
48746,1976,Richmond WCT,1976-Richmond WCT,https://www.atptour.com/en/scores/archive/richmond/802/1976/results
48761,1976,Dayton,1976-Dayton,https://www.atptour.com/en/scores/archive/dayton/716/1976/results
48776,1976,Lagos WCT,1976-Lagos WCT,https://www.atptour.com/en/scores/archive/lagos/205/1976/results
48791,1976,Toronto WCT,1976-Toronto WCT,https://www.atptour.com/en/scores/archive/toronto/302/1976/results
48806,1976,Salisbury,1976-Salisbury,https://www.atptour.com/en/scores/archive/salisbury/355/1976/results
48858,1976,Rome WCT,1976-Rome WCT,https://www.atptour.com/en/scores/archive/rome/665/1976/results
48873,1976,St. Louis WCT,1976-St. Louis WCT,https://www.atptour.com/en/scores/archive/st-louis/652/1976/results
48888,1976,Rotterdam WCT,1976-Rotterdam WCT,https://www.atptour.com/en/scores/archive/rotterdam/407/1976/results
48903,1976,Fort Worth WCT,1976-Fort Worth WCT,https://www.atptour.com/en/scores/archive/fort-worth/653/1976/results
48918,1976,Little Rock,1976-Little Rock,https://www.atptour.com/en/scores/archive/little-rock/660/1976/results
48949,1976,Basel,1976-Basel,https://www.atptour.com/en/scores/archive/reinach/328/1976/results
48964,1976,WCT Aetna World Cup,1976-WCT Aetna World Cup,https://www.atptour.com/en/scores/archive/hartford/9205/1976/results
48969,1976,Nuremberg,1976-Nuremberg,https://www.atptour.com/en/scores/archive/nuremberg/658/1976/results
48992,1976,Memphis WCT,1976-Memphis WCT,https://www.atptour.com/en/scores/archive/memphis/402/1976/results
49007,1976,Mexico City WCT,1976-Mexico City WCT,https://www.atptour.com/en/scores/archive/mexico-city/295/1976/results
49022,1976,Hampton,1976-Hampton,https://www.atptour.com/en/scores/archive/hampton/657/1976/results
49037,1976,Washington WCT,1976-Washington WCT,https://www.atptour.com/en/scores/archive/washington/9211/1976/results
49052,1976,Carlsbad,1976-Carlsbad,https://www.atptour.com/en/scores/archive/carlsbad/813/1976/results
49067,1976,Jackson WCT,1976-Jackson WCT,https://www.atptour.com/en/scores/archive/jackson/656/1976/results
49082,1976,Palm Springs,1976-Palm Springs,https://www.atptour.com/en/scores/archive/palm-springs/404/1976/results
49145,1976,Valencia,1976-Valencia,https://www.atptour.com/en/scores/archive/valencia/659/1976/results
49192,1976,Sao Paulo WCT,1976-Sao Paulo WCT,https://www.atptour.com/en/scores/archive/sao-paulo/237/1976/results
49207,1976,Barcelona-2,1976-Barcelona-2,https://www.atptour.com/en/scores/archive/barcelona/278/1976/results
49270,1976,Caracas WCT,1976-Caracas WCT,https://www.atptour.com/en/scores/archive/caracas/344/1976/results
49285,1976,Nice,1976-Nice,https://www.atptour.com/en/scores/archive/nice/6120/1976/results
49335,1976,Houston WCT,1976-Houston WCT,https://www.atptour.com/en/scores/archive/houston/405/1976/results
49350,1976,Johannesburg WCT,1976-Johannesburg WCT,https://www.atptour.com/en/scores/archive/johannesburg/9239/1976/results
49365,1976,Monte Carlo WCT,1976-Monte Carlo WCT,https://www.atptour.com/en/scores/archive/monte-carlo/410/1976/results
49380,1976,Palma,1976-Palma,https://www.atptour.com/en/scores/archive/mallorca/655/1976/results
49427,1976,Charlotte WCT,1976-Charlotte WCT,https://www.atptour.com/en/scores/archive/charlotte/436/1976/results
49442,1976,Denver WCT,1976-Denver WCT,https://www.atptour.com/en/scores/archive/denver/389/1976/results
49457,1976,Stockholm WCT,1976-Stockholm WCT,https://www.atptour.com/en/scores/archive/stockholm/666/1976/results
49472,1976,Madrid-1,1976-Madrid-1,https://www.atptour.com/en/scores/archive/madrid/309/1976/results
49519,1976,Sacramento,1976-Sacramento,https://www.atptour.com/en/scores/archive/sacramento/654/1976/results
49534,1976,WCT Doubles Finals,1976-WCT Doubles Finals,https://www.atptour.com/en/scores/archive/kansas-city/601/1976/results
49535,1976,Florence,1976-Florence,https://www.atptour.com/en/scores/archive/florence/310/1976/results
49566,1976,WCT Finals,1976-WCT Finals,https://www.atptour.com/en/scores/archive/dallas/610/1976/results
49574,1976,Munich,1976-Munich,https://www.atptour.com/en/scores/archive/munich/308/1976/results
49605,1976,Las Vegas,1976-Las Vegas,https://www.atptour.com/en/scores/archive/las-vegas/413/1976/results
49636,1976,Bournemouth,1976-Bournemouth,https://www.atptour.com/en/scores/archive/bournemouth/347/1976/results
49683,1976,Hamburg,1976-Hamburg,https://www.atptour.com/en/scores/archive/hamburg/414/1976/results
49746,1976,WCT Challenge Cup,1976-WCT Challenge Cup,https://www.atptour.com/en/scores/archive/honolulu/3935/1976/results
49761,1976,Rome-2,1976-Rome-2,https://www.atptour.com/en/scores/archive/rome/416/1976/results
49824,1976,Dusseldorf,1976-Dusseldorf,https://www.atptour.com/en/scores/archive/dusseldorf/661/1976/results
49871,1976,Roland Garros,1976-Roland Garros,https://www.atptour.com/en/scores/archive/roland-garros/520/1976/results
49998,1976,Nottingham,1976-Nottingham,https://www.atptour.com/en/scores/archive/nottingham/350/1976/results
50060,1976,Berlin,1976-Berlin,https://www.atptour.com/en/scores/archive/berlin/9240/1976/results
50091,1976,Wimbledon,1976-Wimbledon,https://www.atptour.com/en/scores/archive/wimbledon/540/1976/results
50218,1976,Bastad,1976-Bastad,https://www.atptour.com/en/scores/archive/bastad/316/1976/results
50281,1976,Gstaad,1976-Gstaad,https://www.atptour.com/en/scores/archive/gstaad/314/1976/results
50328,1976,Pepsi Grand Slam,1976-Pepsi Grand Slam,https://www.atptour.com/en/scores/archive/myrtle-beach/1725/1976/results
50332,1976,Cincinnati,1976-Cincinnati,https://www.atptour.com/en/scores/archive/cincinnati/422/1976/results
50395,1976,Kitzbuhel,1976-Kitzbuhel,https://www.atptour.com/en/scores/archive/kitzbuhel/319/1976/results
50442,1976,Hilversum,1976-Hilversum,https://www.atptour.com/en/scores/archive/hilversum/317/1976/results
50473,1976,Washington-2,1976-Washington-2,https://www.atptour.com/en/scores/archive/washington/418/1976/results
50536,1976,Louisville,1976-Louisville,https://www.atptour.com/en/scores/archive/louisville/663/1976/results
50599,1976,North Conway,1976-North Conway,https://www.atptour.com/en/scores/archive/north-conway/705/1976/results
50662,1976,Columbus-2,1976-Columbus-2,https://www.atptour.com/en/scores/archive/columbus/343/1976/results
50709,1976,Indianapolis-2,1976-Indianapolis-2,https://www.atptour.com/en/scores/archive/indianapolis/717/1976/results
50772,1976,Toronto-2,1976-Toronto-2,https://www.atptour.com/en/scores/archive/toronto/421/1976/results
50835,1976,Boston,1976-Boston,https://www.atptour.com/en/scores/archive/boston/417/1976/results
50898,1976,South Orange,1976-South Orange,https://www.atptour.com/en/scores/archive/south-orange/707/1976/results
50929,1976,US Open,1976-US Open,https://www.atptour.com/en/scores/archive/us-open/560/1976/results
51056,1976,Woodlands Doubles,1976-Woodlands Doubles,https://www.atptour.com/en/scores/archive/woodlands/801/1976/results
51057,1976,Bermuda,1976-Bermuda,https://www.atptour.com/en/scores/archive/hamilton/2014/1976/results
51088,1976,Newport,1976-Newport,https://www.atptour.com/en/scores/archive/newport/315/1976/results
51103,1976,Los Angeles,1976-Los Angeles,https://www.atptour.com/en/scores/archive/los-angeles/423/1976/results
51166,1976,San Francisco,1976-San Francisco,https://www.atptour.com/en/scores/archive/san-francisco/424/1976/results
51229,1976,Tehran,1976-Tehran,https://www.atptour.com/en/scores/archive/tehran/2011/1976/results
51292,1976,Maui,1976-Maui,https://www.atptour.com/en/scores/archive/maui/324/1976/results
51339,1976,Aviles,1976-Aviles,https://www.atptour.com/en/scores/archive/aviles/2028/1976/results
51370,1976,Madrid-2,1976-Madrid-2,https://www.atptour.com/en/scores/archive/madrid/2015/1976/results
51433,1976,Brisbane,1976-Brisbane,https://www.atptour.com/en/scores/archive/brisbane/326/1976/results
51464,1976,World Invitational Tennis Classic,1976-World Invitational Tennis Classic,https://www.atptour.com/en/scores/archive/hilton-head/9340/1976/results
51467,1976,Sydney-1,1976-Sydney-1,https://www.atptour.com/en/scores/archive/sydney/427/1976/results
51514,1976,Barcelona-3,1976-Barcelona-3,https://www.atptour.com/en/scores/archive/barcelona/425/1976/results
51577,1976,Paris,1976-Paris,https://www.atptour.com/en/scores/archive/paris/7302/1976/results
51608,1976,Perth,1976-Perth,https://www.atptour.com/en/scores/archive/perth/243/1976/results
51639,1976,Vienna,1976-Vienna,https://www.atptour.com/en/scores/archive/vienna/337/1976/results
51670,1976,Tokyo,1976-Tokyo,https://www.atptour.com/en/scores/archive/tokyo/329/1976/results
51717,1976,Cologne,1976-Cologne,https://www.atptour.com/en/scores/archive/cologne/332/1976/results
51748,1976,London,1976-London,https://www.atptour.com/en/scores/archive/london/2016/1976/results
51779,1976,Stockholm-2,1976-Stockholm-2,https://www.atptour.com/en/scores/archive/stockholm/429/1976/results
51842,1976,Hong Kong,1976-Hong Kong,https://www.atptour.com/en/scores/archive/hong-kong/336/1976/results
51889,1976,Wembley,1976-Wembley,https://www.atptour.com/en/scores/archive/wembley/430/1976/results
51920,1976,Manila,1976-Manila,https://www.atptour.com/en/scores/archive/manila/362/1976/results
51967,1976,Sao Paulo-2,1976-Sao Paulo-2,https://www.atptour.com/en/scores/archive/sao-paulo/240/1976/results
51998,1976,Johannesburg-2,1976-Johannesburg-2,https://www.atptour.com/en/scores/archive/johannesburg/426/1976/results
52035,1976,Bangalore,1976-Bangalore,https://www.atptour.com/en/scores/archive/bangalore/2017/1976/results
52066,1976,Buenos Aires,1976-Buenos Aires,https://www.atptour.com/en/scores/archive/buenos-aires/303/1976/results
52097,1976,Santiago,1976-Santiago,https://www.atptour.com/en/scores/archive/santiago/361/1976/results
52112,1976,Masters,1976-Masters,https://www.atptour.com/en/scores/archive/masters/605/1976/results
52127,1976,Masters Doubles,1976-Masters Doubles,https://www.atptour.com/en/scores/archive/masters-doubles/602/1976/results
52128,1976,WCT Challenge Cup,1976-WCT Challenge Cup,https://www.atptour.com/en/scores/archive/las-vegas/3933/1976/results
52142,1976,Sydney-2,1976-Sydney-2,https://www.atptour.com/en/scores/archive/sydney/338/1976/results
52189,1977,Zurich,1977-Zurich,https://www.atptour.com/en/scores/archive/zurich/810/1977/results
52220,1977,Australian Open-1,1977-Australian Open-1,https://www.atptour.com/en/scores/archive/australian-open-1/580/1977/results
52283,1977,Adelaide,1977-Adelaide,https://www.atptour.com/en/scores/archive/adelaide/7308/1977/results
52330,1977,Auckland,1977-Auckland,https://www.atptour.com/en/scores/archive/auckland/301/1977/results
52361,1977,Birmingham WCT,1977-Birmingham WCT,https://www.atptour.com/en/scores/archive/birmingham/1506/1977/results
52376,1977,Baltimore,1977-Baltimore,https://www.atptour.com/en/scores/archive/baltimore/816/1977/results
52407,1977,Pepsi Grand Slam,1977-Pepsi Grand Slam,https://www.atptour.com/en/scores/archive/boca-raton/1725/1977/results
52411,1977,Philadelphia WCT,1977-Philadelphia WCT,https://www.atptour.com/en/scores/archive/philadelphia/401/1977/results
52460,1977,Little Rock,1977-Little Rock,https://www.atptour.com/en/scores/archive/little-rock/660/1977/results
52491,1977,Richmond WCT,1977-Richmond WCT,https://www.atptour.com/en/scores/archive/richmond/802/1977/results
52506,1977,Dayton,1977-Dayton,https://www.atptour.com/en/scores/archive/dayton/716/1977/results
52537,1977,Miami,1977-Miami,https://www.atptour.com/en/scores/archive/miami/681/1977/results
52568,1977,Springfield,1977-Springfield,https://www.atptour.com/en/scores/archive/springfield/682/1977/results
52599,1977,Mexico City WCT,1977-Mexico City WCT,https://www.atptour.com/en/scores/archive/mexico-city/7303/1977/results
52614,1977,San Jose,1977-San Jose,https://www.atptour.com/en/scores/archive/san-jose/356/1977/results
52645,1977,Ocean City,1977-Ocean City,https://www.atptour.com/en/scores/archive/ocean-city/2019/1977/results
52660,1977,Toronto WCT,1977-Toronto WCT,https://www.atptour.com/en/scores/archive/toronto/302/1977/results
52675,1977,Palm Springs,1977-Palm Springs,https://www.atptour.com/en/scores/archive/palm-springs/404/1977/results
52738,1977,Memphis,1977-Memphis,https://www.atptour.com/en/scores/archive/memphis/402/1977/results
52801,1977,Monterrey WCT,1977-Monterrey WCT,https://www.atptour.com/en/scores/archive/monterrey/345/1977/results
52816,1977,Johannesburg-1,1977-Johannesburg-1,https://www.atptour.com/en/scores/archive/johannesburg/9239/1977/results
52846,1977,Hampton,1977-Hampton,https://www.atptour.com/en/scores/archive/hampton/657/1977/results
52877,1977,WCT Aetna World Cup,1977-WCT Aetna World Cup,https://www.atptour.com/en/scores/archive/hartford/9205/1977/results
52882,1977,Washington-1,1977-Washington-1,https://www.atptour.com/en/scores/archive/washington/9211/1977/results
52913,1977,Helsinki,1977-Helsinki,https://www.atptour.com/en/scores/archive/helsinki/2008/1977/results
52944,1977,St. Louis WCT,1977-St. Louis WCT,https://www.atptour.com/en/scores/archive/st-louis/652/1977/results
52959,1977,Carlsbad,1977-Carlsbad,https://www.atptour.com/en/scores/archive/carlsbad/813/1977/results
53022,1977,Cairo,1977-Cairo,https://www.atptour.com/en/scores/archive/cairo/206/1977/results
53037,1977,Rotterdam WCT,1977-Rotterdam WCT,https://www.atptour.com/en/scores/archive/rotterdam/407/1977/results
53052,1977,Los Angeles-1,1977-Los Angeles-1,https://www.atptour.com/en/scores/archive/los-angeles/423/1977/results
53099,1977,London WCT,1977-London WCT,https://www.atptour.com/en/scores/archive/london/262/1977/results
53114,1977,Nice,1977-Nice,https://www.atptour.com/en/scores/archive/nice/6120/1977/results
53145,1977,Jackson,1977-Jackson,https://www.atptour.com/en/scores/archive/jackson/656/1977/results
53160,1977,Monte Carlo WCT,1977-Monte Carlo WCT,https://www.atptour.com/en/scores/archive/monte-carlo/410/1977/results
53175,1977,WCT Challenge Cup,1977-WCT Challenge Cup,https://www.atptour.com/en/scores/archive/las-vegas/3933/1977/results
53176,1977,Houston WCT,1977-Houston WCT,https://www.atptour.com/en/scores/archive/houston/405/1977/results
53191,1977,Murcia,1977-Murcia,https://www.atptour.com/en/scores/archive/murcia/2009/1977/results
53222,1977,Buenos Aires-1,1977-Buenos Aires-1,https://www.atptour.com/en/scores/archive/buenos-aires/722/1977/results
53237,1977,Denver,1977-Denver,https://www.atptour.com/en/scores/archive/denver/389/1977/results
53268,1977,Florence,1977-Florence,https://www.atptour.com/en/scores/archive/florence/310/1977/results
53299,1977,Charlotte WCT,1977-Charlotte WCT,https://www.atptour.com/en/scores/archive/charlotte/436/1977/results
53314,1977,Virginia Beach,1977-Virginia Beach,https://www.atptour.com/en/scores/archive/virginia-beach/674/1977/results
53329,1977,Las Vegas,1977-Las Vegas,https://www.atptour.com/en/scores/archive/las-vegas/413/1977/results
53360,1977,Munich,1977-Munich,https://www.atptour.com/en/scores/archive/munich/308/1977/results
53391,1977,WCT Doubles Finals,1977-WCT Doubles Finals,https://www.atptour.com/en/scores/archive/kansas-city/601/1977/results
53392,1977,Hamburg,1977-Hamburg,https://www.atptour.com/en/scores/archive/hamburg/414/1977/results
53455,1977,WCT Finals,1977-WCT Finals,https://www.atptour.com/en/scores/archive/dallas/610/1977/results
53463,1977,Rome,1977-Rome,https://www.atptour.com/en/scores/archive/rome/416/1977/results
53526,1977,Dusseldorf,1977-Dusseldorf,https://www.atptour.com/en/scores/archive/dusseldorf/661/1977/results
53557,1977,Roland Garros,1977-Roland Garros,https://www.atptour.com/en/scores/archive/roland-garros/520/1977/results
53684,1977,Nottingham,1977-Nottingham,https://www.atptour.com/en/scores/archive/nottingham/350/1977/results
53746,1977,Brussels,1977-Brussels,https://www.atptour.com/en/scores/archive/brussels/406/1977/results
53793,1977,London / Queen's Club,1977-London / Queen's Club,https://www.atptour.com/en/scores/archive/london/311/1977/results
53856,1977,Berlin,1977-Berlin,https://www.atptour.com/en/scores/archive/berlin/9240/1977/results
53887,1977,Wimbledon,1977-Wimbledon,https://www.atptour.com/en/scores/archive/wimbledon/540/1977/results
54014,1977,Bastad,1977-Bastad,https://www.atptour.com/en/scores/archive/bastad/316/1977/results
54045,1977,Gstaad,1977-Gstaad,https://www.atptour.com/en/scores/archive/gstaad/314/1977/results
54076,1977,Newport,1977-Newport,https://www.atptour.com/en/scores/archive/newport/315/1977/results
54107,1977,Cincinnati,1977-Cincinnati,https://www.atptour.com/en/scores/archive/cincinnati/422/1977/results
54170,1977,Hilversum,1977-Hilversum,https://www.atptour.com/en/scores/archive/hilversum/317/1977/results
54201,1977,Kitzbuhel,1977-Kitzbuhel,https://www.atptour.com/en/scores/archive/kitzbuhel/319/1977/results
54232,1977,Washington-2,1977-Washington-2,https://www.atptour.com/en/scores/archive/washington/418/1977/results
54295,1977,Louisville,1977-Louisville,https://www.atptour.com/en/scores/archive/louisville/663/1977/results
54358,1977,North Conway,1977-North Conway,https://www.atptour.com/en/scores/archive/north-conway/705/1977/results
54421,1977,South Orange,1977-South Orange,https://www.atptour.com/en/scores/archive/south-orange/707/1977/results
54452,1977,Columbus,1977-Columbus,https://www.atptour.com/en/scores/archive/columbus/343/1977/results
54515,1977,Indianapolis,1977-Indianapolis,https://www.atptour.com/en/scores/archive/indianapolis/717/1977/results
54578,1977,Toronto-2,1977-Toronto-2,https://www.atptour.com/en/scores/archive/toronto/421/1977/results
54641,1977,Boston,1977-Boston,https://www.atptour.com/en/scores/archive/boston/417/1977/results
54704,1977,US Open,1977-US Open,https://www.atptour.com/en/scores/archive/us-open/560/1977/results
54831,1977,Woodlands Doubles,1977-Woodlands Doubles,https://www.atptour.com/en/scores/archive/woodlands/801/1977/results
54832,1977,Laguna Niguel,1977-Laguna Niguel,https://www.atptour.com/en/scores/archive/laguna-niguel/2020/1977/results
54855,1977,WCT Tournament of Champions,1977-WCT Tournament of Champions,https://www.atptour.com/en/scores/archive/new-york/2059/1977/results
54870,1977,Los Angeles-2,1977-Los Angeles-2,https://www.atptour.com/en/scores/archive/los-angeles/2006/1977/results
54933,1977,Paris-1,1977-Paris-1,https://www.atptour.com/en/scores/archive/paris/2010/1977/results
54964,1977,San Francisco,1977-San Francisco,https://www.atptour.com/en/scores/archive/san-francisco/424/1977/results
55027,1977,World Invitational Tennis Classic,1977-World Invitational Tennis Classic,https://www.atptour.com/en/scores/archive/hilton-head/9340/1977/results
55030,1977,Aix-en-Provence,1977-Aix-en-Provence,https://www.atptour.com/en/scores/archive/aix-en-provence/342/1977/results
55061,1977,Tehran,1977-Tehran,https://www.atptour.com/en/scores/archive/tehran/2011/1977/results
55124,1977,Maui,1977-Maui,https://www.atptour.com/en/scores/archive/maui/324/1977/results
55155,1977,Madrid,1977-Madrid,https://www.atptour.com/en/scores/archive/madrid/309/1977/results
55218,1977,Brisbane,1977-Brisbane,https://www.atptour.com/en/scores/archive/brisbane/326/1977/results
55249,1977,Sydney-1,1977-Sydney-1,https://www.atptour.com/en/scores/archive/sydney/427/1977/results
55280,1977,Barcelona,1977-Barcelona,https://www.atptour.com/en/scores/archive/barcelona/425/1977/results
55343,1977,Basel,1977-Basel,https://www.atptour.com/en/scores/archive/basel/328/1977/results
55374,1977,Perth,1977-Perth,https://www.atptour.com/en/scores/archive/perth/243/1977/results
55405,1977,Vienna,1977-Vienna,https://www.atptour.com/en/scores/archive/vienna/337/1977/results
55436,1977,Tokyo,1977-Tokyo,https://www.atptour.com/en/scores/archive/tokyo/329/1977/results
